Tool,Mapping,Library,Overhead,VFC,VIC,Path,Added,Deleted,VulLine,Warnings,Class,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
flawfinder,diff,scipy,0.033289194107056,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,711,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (71125 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.034759998321533,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,707,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (64406 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.034530401229858,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,641,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (67652 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.03223466873169,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,637,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (71877 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.033132314682007,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,732,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (70764 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.033529996871948,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,699,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (70625 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.034651279449463,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,728,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (71679 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.033082485198975,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,724,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (71214 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.036220073699951,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,592,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (67633 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.033227682113648,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,720,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (73926 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.032433748245239,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,716,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (73344 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.033022165298462,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,555,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (72323 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.033743858337402,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,712,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (73563 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.033291816711426,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,700,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (71861 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.032254695892334,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,721,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (73855 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.033037424087525,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,717,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (72921 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,diff,scipy,0.032346963882446,https://github.com/scipy/scipy/commit/58280fdcc920c6fc52ca9b507b64bb8dbaf8f828,https://github.com/scipy/scipy/commit/6c6233d5fd2eaa3a20522be01bcbf68434f153f2,Lib/io/numpyiomodule.c,307,21,713,1,detected,"Number of rules (primarily dangerous function names) in C/C++ ruleset: 222\nExamining /media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c\n\nFINAL RESULTS:\n\n/media/nimashiri/DATA/vsprojects/ICSE23/vul_numpyiomodule.c:166:  [2] (buffer) memcpy:\n  Does not check for buffer overflows when copying to destination (CWE-120).\n  Make sure destination can always hold the source data.\n    memcpy(buff_ptr, arr->data+indx, arr->descr->elsize);\n\nANALYSIS SUMMARY:\n\nHits = 1\nLines analyzed = 652 in approximately 0.01 seconds (73775 lines/second)\nPhysical Source Lines of Code (SLOC) = 449\nHits@level = [0]   6 [1]   0 [2]   1 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   7 [1+]   1 [2+]   1 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 15.5902 [1+] 2.22717 [2+] 2.22717 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
